source,period,year_month,mean_sentiment,median_sentiment,positive_pct,neutral_pct,negative_pct,sentence_count,sentiment_std
bbc_radio4,control,2017-09,-0.2,-1.0,40.0,0.0,60.0,10,1.0328
bbc_radio4,control,2017-10,0.0909,1,54.55,0.0,45.45,11,1.0445
bbc_radio4,control,2017-11,-0.1111,-1,44.44,0.0,55.56,9,1.0541
bbc_radio4,control,2017-12,-0.3333,-1,33.33,0.0,66.67,9,1.0
bbc_radio4,control,2018-01,-0.2,-1.0,40.0,0.0,60.0,10,1.0328
bbc_radio4,control,2018-02,-0.1667,-1.0,41.67,0.0,58.33,12,1.0299
bbc_radio4,control,2018-03,0.1111,1,55.56,0.0,44.44,9,1.0541
bbc_radio4,control,2018-04,-0.1111,-1,44.44,0.0,55.56,9,1.0541
bbc_radio4,control,2018-05,-0.2,-1.0,40.0,0.0,60.0,10,1.0328
bbc_radio4,control,2018-06,-0.4545,-1,27.27,0.0,72.73,11,0.9342
bbc_radio4,control,2018-07,-0.1111,-1,44.44,0.0,55.56,9,1.0541
bbc_radio4,control,2018-08,-0.2,-1.0,40.0,0.0,60.0,10,1.0328
bbc_radio4,control,2018-09,0.2727,1,63.64,0.0,36.36,11,1.009
bbc_radio4,control,2018-10,-0.2,-1.0,40.0,0.0,60.0,10,1.0328
bbc_radio4,control,2018-11,-0.3333,-1.0,33.33,0.0,66.67,12,0.9847
bbc_radio4,control,2018-12,-0.6,-1.0,20.0,0.0,80.0,10,0.8433
bbc_radio4,control,2019-01,0.2,1.0,60.0,0.0,40.0,10,1.0328
bbc_radio4,control,2019-02,-0.2,-1.0,40.0,0.0,60.0,10,1.0328
bbc_radio4,control,2019-03,0,0.0,50.0,0.0,50.0,10,1.0541
bbc_radio4,control,2019-04,0.4,1.0,70.0,0.0,30.0,10,0.9661
bbc_radio4,control,2019-05,-0.1111,-1,44.44,0.0,55.56,9,1.0541
bbc_radio4,control,2019-06,0,0.0,50.0,0.0,50.0,10,1.0541
bbc_radio4,control,2019-07,0.1111,1,55.56,0.0,44.44,9,1.0541
bbc_radio4,control,2019-08,-0.6364,-1,18.18,0.0,81.82,11,0.809
bbc_radio4,control,2019-09,0.1304,1,56.52,0.0,43.48,23,1.0137
bbc_radio4,control,2019-10,-0.0909,-1,45.45,0.0,54.55,11,1.0445
bbc_radio4,control,2019-11,0.2,1.0,60.0,0.0,40.0,10,1.0328
bbc_radio4,control,unknown-01,0.4545,1,72.73,0.0,27.27,11,0.9342
bbc_radio4,covid,2019-12,0.2,1.0,60.0,0.0,40.0,10,1.0328
bbc_radio4,covid,2020-01,-0.6,-1.0,20.0,0.0,80.0,10,0.8433
bbc_radio4,covid,2020-02,0.2,1.0,60.0,0.0,40.0,10,1.0328
bbc_radio4,covid,2020-03,0.4,1.0,70.0,0.0,30.0,10,0.9661
bbc_radio4,covid,2020-04,0.0909,1,54.55,0.0,45.45,11,1.0445
bbc_radio4,covid,2020-05,0.2727,1,63.64,0.0,36.36,11,1.009
bbc_radio4,covid,2020-06,0.2,1.0,60.0,0.0,40.0,10,1.0328
bbc_radio4,covid,2020-07,0.6,1.0,80.0,0.0,20.0,10,0.8433
bbc_radio4,covid,2020-08,-0.1111,-1,44.44,0.0,55.56,9,1.0541
bbc_radio4,covid,2020-09,-0.1111,-1,44.44,0.0,55.56,9,1.0541
bbc_radio4,covid,2020-10,-0.6,-1.0,20.0,0.0,80.0,10,0.8433
bbc_radio4,covid,2020-11,0.3333,1,66.67,0.0,33.33,9,1.0
bbc_radio4,covid,2020-12,0.2,1.0,60.0,0.0,40.0,10,1.0328
bbc_radio4,covid,2021-01,0.3333,1,66.67,0.0,33.33,9,1.0
bbc_radio4,covid,2021-02,-0.4,-1.0,30.0,0.0,70.0,10,0.9661
bbc_radio4,covid,2021-03,0.2,1.0,60.0,0.0,40.0,10,1.0328
bbc_radio4,covid,2021-04,0.3333,1,66.67,0.0,33.33,9,1.0
bbc_radio4,covid,2021-05,0.6,1.0,80.0,0.0,20.0,10,0.8433
bbc_radio4,covid,2021-06,-0.6,-1.0,20.0,0.0,80.0,10,0.8433
bbc_radio4,covid,2021-07,0.2,1.0,60.0,0.0,40.0,10,1.0328
bbc_radio4,covid,2021-08,0.0909,1,54.55,0.0,45.45,11,1.0445
bbc_radio4,covid,2021-09,0.3333,1,66.67,0.0,33.33,9,1.0
bbc_radio4,covid,2021-10,-0.6,-1.0,20.0,0.0,80.0,10,0.8433
bbc_radio4,covid,2021-11,0.4,1.0,70.0,0.0,30.0,10,0.9661
bbc_radio4,covid,2021-12,0.1111,1,55.56,0.0,44.44,9,1.0541
bbc_radio4,covid,2022-01,-0.1111,-1,44.44,0.0,55.56,9,1.0541
bbc_radio4,covid,2022-02,-0.2,-1.0,40.0,0.0,60.0,10,1.0328
bbc_radio4,covid,2022-03,-0.1667,-1.0,41.67,0.0,58.33,12,1.0299
bbc_radio4,covid,2022-04,-0.4,-1.0,30.0,0.0,70.0,10,0.9661
bbc_radio4,covid,2022-05,-0.2,-1.0,40.0,0.0,60.0,10,1.0328
bbc_radio4,covid,2022-06,-0.4,-1.0,30.0,0.0,70.0,10,0.9661
bbc_radio4,covid,2022-07,-0.5556,-1,22.22,0.0,77.78,9,0.8819
bbc_radio4,covid,2022-08,0.1111,1,55.56,0.0,44.44,9,1.0541
bbc_radio4,covid,2022-09,0.2,1.0,60.0,0.0,40.0,10,1.0328
bbc_radio4,covid,2022-10,0,0.0,50.0,0.0,50.0,10,1.0541
bbc_radio4,covid,2022-11,-0.5556,-1,22.22,0.0,77.78,9,0.8819
bbc_radio4,covid,2022-12,0.2727,1,63.64,0.0,36.36,11,1.009
bbc_radio4,covid,2023-01,-0.0909,-1,45.45,0.0,54.55,11,1.0445
bbc_radio4,covid,2023-02,-0.8182,-1,9.09,0.0,90.91,11,0.603
bbc_radio4,covid,2023-03,-0.3333,-1,33.33,0.0,66.67,9,1.0
bbc_radio4,covid,2023-04,-0.2,-1.0,40.0,0.0,60.0,10,1.0328
bbc_radio4,covid,2023-05,-0.4545,-1,27.27,0.0,72.73,11,0.9342
bbc_radio4,covid,unknown-01,-0.0909,-1,45.45,0.0,54.55,11,1.0445
graham_norton,control,2016-06,-0.0833,-1.0,45.83,0.0,54.17,24,1.018
graham_norton,control,2016-07,0.0833,1.0,54.17,0.0,45.83,24,1.018
graham_norton,control,2016-09,-0.04,-1,48.0,0.0,52.0,25,1.0198
graham_norton,control,2016-10,-0.2,-1.0,40.0,0.0,60.0,30,0.9965
graham_norton,control,2016-11,0.1111,1,55.56,0.0,44.44,27,1.0127
graham_norton,control,2016-12,0.3333,1,66.67,0.0,33.33,33,0.9574
graham_norton,control,2017-01,0.3333,1,66.67,0.0,33.33,27,0.9608
graham_norton,control,2017-02,-0.1852,-1,40.74,0.0,59.26,27,1.0014
graham_norton,control,2017-03,0.0857,1,54.29,0.0,45.71,35,1.0109
graham_norton,control,2017-04,0.1176,1.0,55.88,0.0,44.12,34,1.008
graham_norton,control,2017-05,0.0968,1,54.84,0.0,45.16,31,1.0118
graham_norton,control,2017-06,0.0323,1,51.61,0.0,48.39,31,1.016
graham_norton,control,2017-07,0,0.0,50.0,0.0,50.0,32,1.016
graham_norton,control,2017-09,0.04,1,52.0,0.0,48.0,25,1.0198
graham_norton,control,2017-10,0,0.0,50.0,0.0,50.0,24,1.0215
graham_norton,control,2017-11,0.0435,1,52.17,0.0,47.83,23,1.0215
graham_norton,control,2017-12,-0.12,-1,44.0,0.0,56.0,25,1.0132
graham_norton,control,2018-01,0,0.0,50.0,0.0,50.0,28,1.0184
graham_norton,control,2018-02,-0.2857,-1.0,35.71,0.0,64.29,28,0.9759
graham_norton,control,2018-04,0.037,1,51.85,0.0,48.15,27,1.0184
graham_norton,control,2018-05,-0.2,-1,40.0,0.0,60.0,25,1.0
graham_norton,control,2018-06,0.0667,1.0,53.33,0.0,46.67,30,1.0148
graham_norton,control,2018-07,0.0857,1,54.29,0.0,45.71,35,1.0109
graham_norton,control,2018-09,0,0.0,50.0,0.0,50.0,22,1.0235
graham_norton,control,2018-10,-0.2667,-1.0,36.67,0.0,63.33,30,0.9803
graham_norton,control,2018-11,0.6154,1.0,80.77,0.0,19.23,26,0.8038
graham_norton,control,2018-12,-0.027,-1,48.65,0.0,51.35,37,1.0134
graham_norton,control,2019-01,0.1034,1,55.17,0.0,44.83,29,1.0122
graham_norton,control,2019-02,-0.1538,-1.0,42.31,0.0,57.69,26,1.0077
graham_norton,control,2019-04,0.36,1,68.0,0.0,32.0,25,0.9522
graham_norton,control,2019-05,0.0625,1.0,53.12,0.0,46.88,32,1.014
graham_norton,control,2019-06,0.0968,1,54.84,0.0,45.16,31,1.0118
graham_norton,control,2019-07,0.4359,1,71.79,0.0,28.21,39,0.9118
graham_norton,control,2019-09,0.2667,1.0,63.33,0.0,36.67,30,0.9803
graham_norton,control,2019-10,-0.3333,-1.0,33.33,0.0,66.67,24,0.9631
graham_norton,control,2019-11,-0.1429,-1.0,42.86,0.0,57.14,28,1.0079
graham_norton,covid,2019-12,0.027,1,51.35,0.0,48.65,37,1.0134
graham_norton,covid,2020-01,0.0811,1,54.05,0.0,45.95,37,1.0105
graham_norton,covid,2020-02,-0.2903,-1,35.48,0.0,64.52,31,0.9727
graham_norton,covid,2020-03,0,0.0,50.0,0.0,50.0,30,1.0171
graham_norton,covid,2020-04,0.875,1.0,93.75,0.0,6.25,16,0.5
graham_norton,covid,2020-05,0.5,1.0,75.0,0.0,25.0,16,0.8944
graham_norton,covid,2020-06,0.2,1.0,60.0,0.0,40.0,20,1.0052
graham_norton,covid,2020-09,0.2222,1.0,61.11,0.0,38.89,18,1.0033
graham_norton,covid,2020-10,0.3,1.0,65.0,0.0,35.0,20,0.9787
graham_norton,covid,2020-11,-0.3077,-1.0,34.62,0.0,65.38,26,0.9703
graham_norton,covid,2020-12,0.2593,1,62.96,0.0,37.04,27,0.9842
graham_norton,covid,2021-01,-0.1852,-1,40.74,0.0,59.26,27,1.0014
graham_norton,covid,2021-02,0.0769,1.0,53.85,0.0,46.15,26,1.0168
graham_norton,covid,2021-03,0.0968,1,54.84,0.0,45.16,31,1.0118
graham_norton,covid,2021-04,0,0.0,50.0,0.0,50.0,32,1.016
graham_norton,covid,2021-05,-0.3143,-1,34.29,0.0,65.71,35,0.9632
graham_norton,covid,2021-09,0.3103,1,65.52,0.0,34.48,29,0.9675
graham_norton,covid,2021-10,-0.1724,-1,41.38,0.0,58.62,29,1.0025
graham_norton,covid,2021-11,0.0244,1,51.22,0.0,48.78,41,1.0121
graham_norton,covid,2021-12,0.0588,1.0,52.94,0.0,47.06,34,1.0133
graham_norton,covid,2022-01,0.2,1,60.0,0.0,40.0,35,0.9941
graham_norton,covid,2022-02,0.1429,1.0,57.14,0.0,42.86,28,1.0079
graham_norton,covid,2022-03,-0.1818,-1.0,40.91,0.0,59.09,22,1.0065
graham_norton,covid,2022-05,0.6092,1,80.46,0.0,19.54,87,0.7976
graham_norton,covid,2022-06,0.2,1,60.0,0.0,40.0,35,0.9941
graham_norton,covid,2022-07,-0.0556,-1.0,47.22,0.0,52.78,36,1.0126
graham_norton,covid,2022-08,0.0811,1,54.05,0.0,45.95,37,1.0105
graham_norton,covid,2022-09,0,0.0,50.0,0.0,50.0,18,1.029
graham_norton,covid,2022-10,-0.3333,-1,33.33,0.0,66.67,21,0.9661
graham_norton,covid,2022-11,0.04,1,52.0,0.0,48.0,25,1.0198
graham_norton,covid,2022-12,-0.1818,-1.0,40.91,0.0,59.09,22,1.0065
graham_norton,covid,2023-01,-0.2727,-1.0,36.36,0.0,63.64,22,0.9847
graham_norton,covid,2023-02,0.2,1,60.0,0.0,40.0,25,1.0
graham_norton,covid,2023-03,0.1538,1.0,57.69,0.0,42.31,26,1.0077
graham_norton,covid,2023-05,0.7143,1.0,85.71,0.0,14.29,14,0.7263
qi,control,2016-06,-0.2632,-1,36.84,0.0,63.16,19,0.9912
qi,control,2016-07,0,0.0,50.0,0.0,50.0,20,1.026
qi,control,2016-08,-0.4444,-1.0,27.78,0.0,72.22,18,0.9218
qi,control,2016-09,-0.28,-1,36.0,0.0,64.0,25,0.9798
qi,control,2016-10,-0.2222,-1.0,38.89,0.0,61.11,18,1.0033
qi,control,2016-11,-0.1765,-1,41.18,0.0,58.82,17,1.0146
qi,control,2016-12,-0.1852,-1,40.74,0.0,59.26,27,1.0014
qi,control,2017-01,-0.3571,-1.0,32.14,0.0,67.86,28,0.9512
qi,control,2017-02,0.1111,1,55.56,0.0,44.44,27,1.0127
qi,control,2017-03,-0.2593,-1,37.04,0.0,62.96,27,0.9842
qi,control,2017-04,-0.3,-1.0,35.0,0.0,65.0,20,0.9787
qi,control,2017-05,-0.1724,-1,41.38,0.0,58.62,29,1.0025
qi,control,2017-06,-0.2222,-1.0,38.89,0.0,61.11,18,1.0033
qi,control,2017-07,-0.4815,-1,25.93,0.0,74.07,27,0.8932
qi,control,2017-08,-0.6667,-1.0,16.67,0.0,83.33,18,0.767
qi,control,2017-09,-0.3333,-1.0,33.33,0.0,66.67,18,0.9701
qi,control,2017-10,-0.1765,-1,41.18,0.0,58.82,17,1.0146
qi,control,2017-11,-0.037,-1,48.15,0.0,51.85,27,1.0184
qi,control,2017-12,-0.1111,-1.0,44.44,0.0,55.56,18,1.0226
qi,control,2018-01,-0.2,-1.0,40.0,0.0,60.0,20,1.0052
qi,control,2018-02,-0.5556,-1.0,22.22,0.0,77.78,18,0.8556
qi,control,2018-03,-0.2381,-1,38.1,0.0,61.9,21,0.9952
qi,control,2018-04,-0.625,-1.0,18.75,0.0,81.25,16,0.8062
qi,control,2018-05,-0.3333,-1.0,33.33,0.0,66.67,18,0.9701
qi,control,2018-06,0.375,1.0,68.75,0.0,31.25,16,0.9574
qi,control,2018-07,-0.1,-1.0,45.0,0.0,55.0,20,1.0208
qi,control,2018-08,-0.25,-1.0,37.5,0.0,62.5,24,0.9891
qi,control,2018-09,-0.2632,-1,36.84,0.0,63.16,19,0.9912
qi,control,2018-10,-0.12,-1,44.0,0.0,56.0,25,1.0132
qi,control,2018-11,-0.0667,-1.0,46.67,0.0,53.33,30,1.0148
qi,control,2018-12,-0.0769,-1.0,46.15,0.0,53.85,26,1.0168
qi,control,2019-01,-0.3333,-1.0,33.33,0.0,66.67,30,0.9589
qi,control,2019-02,-0.1034,-1,44.83,0.0,55.17,29,1.0122
qi,control,2019-03,-0.3333,-1.0,33.33,0.0,66.67,18,0.9701
qi,control,2019-04,0.0526,1,52.63,0.0,47.37,19,1.026
qi,control,2019-05,-0.3043,-1,34.78,0.0,65.22,23,0.974
qi,control,2019-06,0.375,1.0,68.75,0.0,31.25,16,0.9574
qi,control,2019-07,-0.3333,-1.0,33.33,0.0,66.67,36,0.9562
qi,control,2019-08,0.037,1,51.85,0.0,48.15,27,1.0184
qi,control,2019-09,-0.1111,-1.0,44.44,0.0,55.56,18,1.0226
qi,control,2019-10,-0.4483,-1,27.59,0.0,72.41,29,0.9097
qi,control,2019-11,-0.1852,-1,40.74,0.0,59.26,27,1.0014
qi,covid,2019-12,-0.2222,-1.0,38.89,0.0,61.11,18,1.0033
qi,covid,2020-01,-0.0476,-1,47.62,0.0,52.38,21,1.0235
qi,covid,2020-02,-0.0667,-1.0,46.67,0.0,53.33,30,1.0148
qi,covid,2020-03,-0.4118,-1,29.41,0.0,70.59,17,0.9393
qi,covid,2020-04,-0.037,-1,48.15,0.0,51.85,27,1.0184
qi,covid,2020-05,-0.4286,-1,28.57,0.0,71.43,21,0.9258
qi,covid,2020-06,0,0.0,50.0,0.0,50.0,20,1.026
qi,covid,2020-07,-0.3,-1.0,35.0,0.0,65.0,20,0.9787
qi,covid,2020-08,-0.2593,-1,37.04,0.0,62.96,27,0.9842
qi,covid,2020-09,-0.3333,-1,33.33,0.0,66.67,27,0.9608
qi,covid,2020-10,-0.5172,-1,24.14,0.0,75.86,29,0.871
qi,covid,2020-11,-0.04,-1,48.0,0.0,52.0,25,1.0198
qi,covid,2020-12,-0.1429,-1.0,42.86,0.0,57.14,28,1.0079
qi,covid,2021-01,0,0.0,50.0,0.0,50.0,20,1.026
qi,covid,2021-03,-0.3103,-1,34.48,0.0,65.52,29,0.9675
qi,covid,2021-04,-0.0345,-1,48.28,0.0,51.72,29,1.0171
qi,covid,2021-05,-0.1667,-1.0,41.67,0.0,58.33,24,1.0072
qi,covid,2021-06,0.125,1.0,56.25,0.0,43.75,16,1.0247
qi,covid,2021-07,-0.0345,-1,48.28,0.0,51.72,29,1.0171
qi,covid,2021-08,-0.1111,-1.0,44.44,0.0,55.56,18,1.0226
qi,covid,2021-09,-0.1111,-1.0,44.44,0.0,55.56,18,1.0226
qi,covid,2021-10,-0.3684,-1,31.58,0.0,68.42,19,0.9551
qi,covid,2021-12,-0.4,-1.0,30.0,0.0,70.0,20,0.9403
