source,period,year_month,sentence_count,anger_pct,disgust_pct,fear_pct,joy_pct,neutral_pct,sadness_pct,surprise_pct
qi,control,2018-05,18,11.11,11.11,5.56,0.0,50.0,5.56,16.67
qi,control,2018-06,16,18.75,6.25,6.25,18.75,18.75,0.0,31.25
qi,control,2018-07,20,10.0,5.0,10.0,5.0,40.0,0.0,30.0
qi,control,2018-08,24,4.17,0.0,0.0,8.33,66.67,4.17,16.67
qi,control,2018-09,19,21.05,5.26,5.26,10.53,31.58,0.0,26.32
qi,control,2018-10,25,12.0,0.0,8.0,0.0,52.0,4.0,24.0
qi,control,2018-11,30,3.33,0.0,3.33,20.0,53.33,3.33,16.67
qi,control,2018-12,26,0.0,3.85,0.0,15.38,65.38,3.85,11.54
qi,control,2019-01,30,3.33,10.0,0.0,0.0,60.0,13.33,13.33
qi,control,2019-02,29,10.34,10.34,0.0,10.34,48.28,0.0,20.69
qi,control,2019-03,18,5.56,0.0,0.0,0.0,66.67,5.56,22.22
qi,control,2019-04,19,10.53,0.0,15.79,5.26,52.63,5.26,10.53
qi,control,2019-05,23,8.7,4.35,4.35,4.35,60.87,0.0,17.39
qi,control,2019-06,16,0.0,6.25,0.0,37.5,43.75,0.0,12.5
qi,control,2019-07,36,2.78,11.11,0.0,13.89,47.22,5.56,19.44
qi,control,2019-08,27,7.41,7.41,3.7,7.41,51.85,0.0,22.22
qi,control,2019-09,18,5.56,0.0,5.56,0.0,61.11,5.56,22.22
qi,control,2019-10,29,0.0,6.9,6.9,0.0,68.97,6.9,10.34
qi,control,2019-11,27,3.7,3.7,3.7,3.7,62.96,0.0,22.22
qi,covid,2019-12,18,0.0,11.11,0.0,0.0,50.0,5.56,33.33
qi,covid,2020-01,21,4.76,9.52,0.0,23.81,38.1,14.29,9.52
qi,covid,2020-02,30,6.67,6.67,3.33,6.67,46.67,3.33,26.67
qi,covid,2020-03,17,0.0,11.76,5.88,11.76,41.18,5.88,23.53
qi,covid,2020-04,27,3.7,0.0,0.0,7.41,70.37,7.41,11.11
