source,period,year_month,mean_sentiment,weighted_mean_sentiment,median_sentiment,positive_pct,neutral_pct,negative_pct,sentence_count,covid_sentence_count,sentiment_std
bbc_radio4,covid,2021-04,-0.1111,0.0032,0,22.22,44.44,33.33,9,9,0.7817
bbc_radio4,covid,2021-05,0.1,0.1166,0.0,30.0,50.0,20.0,10,10,0.7379
bbc_radio4,covid,2021-06,0,-0.0284,0.0,20.0,60.0,20.0,10,10,0.6667
bbc_radio4,covid,2021-07,0.6,1.0,1.0,60.0,40.0,0.0,10,3,0.5164
bbc_radio4,covid,2021-08,0,-0.2908,0,27.27,45.45,27.27,11,11,0.7746
bbc_radio4,covid,2021-09,0,-0.2406,0,22.22,55.56,22.22,9,9,0.7071
bbc_radio4,covid,2021-10,-0.3,-0.282,-0.5,20.0,30.0,50.0,10,10,0.8233
bbc_radio4,covid,2021-11,0.3,0.3505,1.0,60.0,10.0,30.0,10,10,0.9487
bbc_radio4,covid,2021-12,-0.1111,-0.0196,0,22.22,44.44,33.33,9,9,0.7817
bbc_radio4,covid,2022-01,-0.2222,-0.4166,0,22.22,33.33,44.44,9,1,0.8333
bbc_radio4,covid,2022-02,-0.6,-1.0,-1.0,0.0,40.0,60.0,10,10,0.5164
bbc_radio4,covid,2022-03,0.1667,-0.0247,0.0,33.33,50.0,16.67,12,12,0.7177
bbc_radio4,covid,2022-04,0.2,0.2853,0.0,40.0,40.0,20.0,10,1,0.7888
bbc_radio4,covid,2022-05,-0.4,-0.2631,-1.0,20.0,20.0,60.0,10,10,0.8433
bbc_radio4,covid,2022-06,0,-0.14,0.0,30.0,40.0,30.0,10,10,0.8165
bbc_radio4,covid,2022-07,0,-0.3789,0,33.33,33.33,33.33,9,9,0.866
bbc_radio4,covid,2022-08,0.4444,1.0,0,44.44,55.56,0.0,9,1,0.527
bbc_radio4,covid,2022-09,0.1,0.362,0.0,40.0,30.0,30.0,10,10,0.8756
bbc_radio4,covid,2022-10,-0.1,0.0739,0.0,30.0,30.0,40.0,10,10,0.8756
bbc_radio4,covid,2022-11,-0.1111,-0.2423,0,11.11,66.67,22.22,9,9,0.6009
bbc_radio4,covid,2022-12,0.1818,0.3684,0,45.45,27.27,27.27,11,11,0.8739
bbc_radio4,covid,2023-01,0.0909,0.3303,0,18.18,72.73,9.09,11,11,0.5394
bbc_radio4,covid,2023-02,-0.3636,-0.4337,0,9.09,45.45,45.45,11,11,0.6742
bbc_radio4,covid,2023-03,-0.1111,-0.0897,0,33.33,22.22,44.44,9,1,0.928
bbc_radio4,covid,2023-04,0.1,-0.0823,0.0,40.0,30.0,30.0,10,10,0.8756
bbc_radio4,covid,2023-05,-0.3636,-0.5613,-1,18.18,27.27,54.55,11,11,0.809
bbc_radio4,covid,unknown-01,0,0.0,0,0.0,100.0,0.0,11,11,0.0
graham_norton,control,2016-06,0.2917,0.4327,0.0,45.83,37.5,16.67,24,24,0.7506
graham_norton,control,2016-07,0.3333,0.8312,0.0,37.5,58.33,4.17,24,24,0.5647
graham_norton,control,2016-09,0.2,0.4693,0,36.0,48.0,16.0,25,25,0.7071
graham_norton,control,2016-10,0.2,0.2878,0.0,36.67,46.67,16.67,30,30,0.7144
graham_norton,control,2016-11,0.3333,0.5678,0,44.44,44.44,11.11,27,27,0.6794
graham_norton,control,2016-12,0.1515,0.5156,0,30.3,54.55,15.15,33,33,0.6671
graham_norton,control,2017-01,0.4444,0.9622,0,48.15,48.15,3.7,27,27,0.5774
graham_norton,control,2017-02,-0.0741,-0.2694,0,22.22,48.15,29.63,27,27,0.7299
graham_norton,control,2017-03,0.1714,0.485,0,34.29,48.57,17.14,35,35,0.7065
graham_norton,control,2017-04,0.3235,0.7286,0.0,38.24,55.88,5.88,34,34,0.5888
graham_norton,control,2017-05,0.3871,0.6035,1,51.61,35.48,12.9,31,31,0.7154
graham_norton,control,2017-06,0.2903,0.7714,0,32.26,64.52,3.23,31,31,0.5287
graham_norton,control,2017-07,0.375,0.8323,0.0,40.62,56.25,3.12,32,32,0.5536
graham_norton,control,2017-09,0.4,0.7728,0,48.0,44.0,8.0,25,25,0.6455
graham_norton,control,2017-10,0.375,0.7332,0.0,45.83,45.83,8.33,24,24,0.6469
graham_norton,control,2017-11,0.2174,0.4681,0,39.13,43.48,17.39,23,23,0.7359
graham_norton,control,2017-12,0.28,0.5074,0,40.0,48.0,12.0,25,25,0.6782
graham_norton,control,2018-01,0.3571,0.8879,0.0,39.29,57.14,3.57,28,28,0.5587
graham_norton,control,2018-02,0.25,0.5999,0.0,35.71,53.57,10.71,28,28,0.6455
graham_norton,control,2018-04,0.1481,0.3905,0,40.74,33.33,25.93,27,27,0.8182
graham_norton,control,2018-05,0.4,0.9237,0,44.0,52.0,4.0,25,25,0.5774
graham_norton,control,2018-06,0.3,0.546,0.0,40.0,50.0,10.0,30,30,0.6513
graham_norton,control,2018-07,0.1429,0.7724,0,22.86,68.57,8.57,35,35,0.55
