source,period,year_month,sentence_count,anger_pct,disgust_pct,fear_pct,joy_pct,neutral_pct,sadness_pct,surprise_pct
bbc_radio4,control,2018-04,16,6.25,6.25,12.5,0.0,50.0,12.5,12.5
bbc_radio4,control,2018-05,10,10.0,20.0,20.0,10.0,30.0,10.0,0.0
bbc_radio4,control,2018-06,11,18.18,0.0,9.09,27.27,18.18,27.27,0.0
bbc_radio4,control,2018-07,10,30.0,10.0,0.0,10.0,20.0,30.0,0.0
bbc_radio4,control,2018-08,9,22.22,0.0,22.22,11.11,44.44,0.0,0.0
bbc_radio4,control,2018-09,10,0.0,0.0,30.0,10.0,40.0,20.0,0.0
bbc_radio4,control,2018-10,11,18.18,9.09,18.18,0.0,54.55,0.0,0.0
bbc_radio4,control,2018-11,19,10.53,10.53,5.26,5.26,47.37,21.05,0.0
bbc_radio4,control,2018-12,9,22.22,11.11,11.11,0.0,11.11,33.33,11.11
bbc_radio4,control,2019-01,13,7.69,7.69,0.0,7.69,38.46,30.77,7.69
bbc_radio4,control,2019-02,7,42.86,0.0,14.29,0.0,28.57,0.0,14.29
bbc_radio4,control,2019-03,4,25.0,0.0,0.0,0.0,75.0,0.0,0.0
bbc_radio4,control,2019-04,14,14.29,7.14,14.29,7.14,42.86,14.29,0.0
bbc_radio4,control,2019-05,11,18.18,0.0,18.18,0.0,36.36,27.27,0.0
bbc_radio4,control,2019-06,10,10.0,20.0,0.0,0.0,30.0,30.0,10.0
bbc_radio4,control,2019-07,8,37.5,0.0,25.0,0.0,0.0,37.5,0.0
bbc_radio4,control,2019-08,15,13.33,6.67,13.33,0.0,40.0,26.67,0.0
bbc_radio4,control,2019-09,7,0.0,0.0,28.57,28.57,42.86,0.0,0.0
bbc_radio4,control,2019-10,19,5.26,0.0,21.05,10.53,21.05,36.84,5.26
bbc_radio4,control,2019-11,9,11.11,22.22,33.33,0.0,11.11,22.22,0.0
bbc_radio4,covid,2019-12,6,33.33,0.0,0.0,0.0,16.67,50.0,0.0
bbc_radio4,covid,2020-01,11,9.09,0.0,9.09,9.09,63.64,9.09,0.0
bbc_radio4,covid,2020-02,37,10.81,5.41,16.22,10.81,40.54,16.22,0.0
bbc_radio4,covid,2020-03,44,0.0,2.27,20.45,2.27,56.82,15.91,2.27
bbc_radio4,covid,2020-04,77,11.69,3.9,9.09,3.9,44.16,24.68,2.6
bbc_radio4,covid,2020-05,84,3.57,3.57,11.9,8.33,58.33,13.1,1.19
bbc_radio4,covid,2020-06,62,6.45,0.0,27.42,3.23,46.77,12.9,3.23
bbc_radio4,covid,2020-07,51,11.76,0.0,23.53,1.96,33.33,23.53,5.88
bbc_radio4,covid,2020-08,40,7.5,10.0,22.5,0.0,45.0,15.0,0.0
bbc_radio4,covid,2020-09,41,9.76,0.0,34.15,4.88,41.46,7.32,2.44
bbc_radio4,covid,2020-10,67,11.94,1.49,5.97,4.48,62.69,10.45,2.99
bbc_radio4,covid,2020-11,64,12.5,1.56,20.31,1.56,48.44,12.5,3.12
bbc_radio4,covid,2020-12,42,7.14,4.76,28.57,2.38,42.86,11.9,2.38
bbc_radio4,covid,2021-01,105,5.71,0.0,20.95,4.76,55.24,10.48,2.86
bbc_radio4,covid,2021-02,50,6.0,2.0,20.0,2.0,62.0,8.0,0.0
bbc_radio4,covid,2021-03,79,3.8,2.53,8.86,5.06,64.56,12.66,2.53
bbc_radio4,covid,2021-04,49,14.29,0.0,16.33,4.08,46.94,16.33,2.04
bbc_radio4,covid,2021-05,40,7.5,2.5,12.5,17.5,47.5,10.0,2.5
bbc_radio4,covid,2021-06,67,2.99,2.99,16.42,7.46,58.21,7.46,4.48
bbc_radio4,covid,2021-07,52,5.77,1.92,15.38,9.62,57.69,5.77,3.85
bbc_radio4,covid,2021-08,35,5.71,0.0,14.29,11.43,57.14,11.43,0.0
bbc_radio4,covid,2021-09,45,2.22,2.22,8.89,13.33,55.56,15.56,2.22
bbc_radio4,covid,2021-10,28,10.71,7.14,7.14,3.57,57.14,14.29,0.0
bbc_radio4,covid,2021-11,33,9.09,0.0,6.06,0.0,48.48,27.27,9.09
bbc_radio4,covid,2021-12,69,17.39,1.45,13.04,1.45,57.97,8.7,0.0
bbc_radio4,covid,2022-01,74,2.7,2.7,18.92,5.41,54.05,13.51,2.7
bbc_radio4,covid,2022-02,15,13.33,6.67,20.0,0.0,33.33,20.0,6.67
bbc_radio4,covid,2022-03,9,0.0,11.11,22.22,0.0,44.44,22.22,0.0
bbc_radio4,covid,2022-04,26,0.0,0.0,19.23,7.69,65.38,7.69,0.0
bbc_radio4,covid,2022-05,21,9.52,4.76,14.29,4.76,52.38,14.29,0.0
bbc_radio4,covid,2022-06,25,4.0,0.0,16.0,8.0,56.0,12.0,4.0
bbc_radio4,covid,2022-07,20,5.0,0.0,25.0,15.0,45.0,5.0,5.0
bbc_radio4,covid,2022-08,7,0.0,0.0,0.0,28.57,71.43,0.0,0.0
bbc_radio4,covid,2022-09,13,7.69,0.0,23.08,0.0,38.46,30.77,0.0
bbc_radio4,covid,2022-10,3,0.0,0.0,0.0,0.0,100.0,0.0,0.0
bbc_radio4,covid,2022-11,10,20.0,0.0,20.0,0.0,30.0,30.0,0.0
bbc_radio4,covid,2022-12,25,8.0,8.0,8.0,0.0,48.0,20.0,8.0
bbc_radio4,covid,2023-01,20,35.0,5.0,10.0,5.0,30.0,5.0,10.0
